Sheet,Pointer,Clarity,Cut,Color,Florescence,Font,Value,Value_Color,Cert_cost,Price
0.20 To 0.229,( 0.20 To 0.229 ),SI1,3EX,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),SI1,EX,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),SI1,VG,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),SI1,GD,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),IF,3EX,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),IF,EX,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),IF,VG,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),IF,GD,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),VVS1,3EX,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),VVS1,EX,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),VVS1,VG,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),VVS1,GD,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),VVS2,3EX,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),VVS2,EX,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),VVS2,VG,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),VVS2,GD,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),VS1,3EX,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),VS1,EX,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),VS1,VG,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),VS1,GD,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),VS2,3EX,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),VS2,EX,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),VS2,VG,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),VS2,GD,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),SI1,3EX,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),SI1,EX,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),SI1,VG,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),SI1,GD,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),IF,3EX,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),IF,EX,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),IF,VG,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),IF,GD,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),VVS1,3EX,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),VVS1,EX,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),VVS1,VG,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),VVS1,GD,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),VVS2,3EX,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),VVS2,EX,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),VVS2,VG,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),VVS2,GD,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),VS1,3EX,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),VS1,EX,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),VS1,VG,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),VS1,GD,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),VS2,3EX,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),VS2,EX,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),VS2,VG,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),VS2,GD,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),SI1,3EX,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),SI1,EX,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),SI1,VG,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),SI1,GD,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),IF,3EX,G,STRONG,ITALIC,,WHITE,151.0,1090.0
0.20 To 0.229,( 0.20 To 0.229 ),IF,EX,G,STRONG,ITALIC,,WHITE,151.0,1090.0
0.20 To 0.229,( 0.20 To 0.229 ),IF,VG,G,STRONG,ITALIC,,WHITE,151.0,1090.0
0.20 To 0.229,( 0.20 To 0.229 ),IF,GD,G,STRONG,ITALIC,,WHITE,151.0,1090.0
0.20 To 0.229,( 0.20 To 0.229 ),VVS1,3EX,G,STRONG,ITALIC,,WHITE,151.0,1090.0
0.20 To 0.229,( 0.20 To 0.229 ),VVS1,EX,G,STRONG,ITALIC,,WHITE,151.0,1090.0
0.20 To 0.229,( 0.20 To 0.229 ),VVS1,VG,G,STRONG,ITALIC,,WHITE,151.0,1090.0
0.20 To 0.229,( 0.20 To 0.229 ),VVS1,GD,G,STRONG,ITALIC,,WHITE,151.0,1090.0
0.20 To 0.229,( 0.20 To 0.229 ),VVS2,3EX,G,STRONG,ITALIC,,WHITE,151.0,1090.0
0.20 To 0.229,( 0.20 To 0.229 ),VVS2,EX,G,STRONG,ITALIC,,WHITE,151.0,1090.0
0.20 To 0.229,( 0.20 To 0.229 ),VVS2,VG,G,STRONG,ITALIC,,WHITE,151.0,1090.0
0.20 To 0.229,( 0.20 To 0.229 ),VVS2,GD,G,STRONG,ITALIC,,WHITE,151.0,1090.0
0.20 To 0.229,( 0.20 To 0.229 ),VS1,3EX,G,STRONG,ITALIC,,WHITE,151.0,1090.0
0.20 To 0.229,( 0.20 To 0.229 ),VS1,EX,G,STRONG,ITALIC,,WHITE,151.0,1090.0
0.20 To 0.229,( 0.20 To 0.229 ),VS1,VG,G,STRONG,ITALIC,,WHITE,151.0,1090.0
0.20 To 0.229,( 0.20 To 0.229 ),VS1,GD,G,STRONG,ITALIC,,WHITE,151.0,1090.0
0.20 To 0.229,( 0.20 To 0.229 ),VS2,3EX,G,STRONG,ITALIC,,WHITE,151.0,1090.0
0.20 To 0.229,( 0.20 To 0.229 ),VS2,EX,G,STRONG,ITALIC,,WHITE,151.0,1090.0
0.20 To 0.229,( 0.20 To 0.229 ),VS2,VG,G,STRONG,ITALIC,,WHITE,151.0,1090.0
0.20 To 0.229,( 0.20 To 0.229 ),VS2,GD,G,STRONG,ITALIC,,WHITE,151.0,1090.0
0.20 To 0.229,( 0.20 To 0.229 ),SI1,3EX,G,STRONG,ITALIC,,WHITE,151.0,1090.0
0.20 To 0.229,( 0.20 To 0.229 ),SI1,EX,G,STRONG,ITALIC,,WHITE,151.0,1090.0
0.20 To 0.229,( 0.20 To 0.229 ),SI1,VG,G,STRONG,ITALIC,,WHITE,151.0,1090.0
0.20 To 0.229,( 0.20 To 0.229 ),SI1,GD,G,STRONG,ITALIC,,WHITE,151.0,1090.0
0.20 To 0.229,( 0.20 To 0.229 ),IF,3EX,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),IF,EX,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),IF,VG,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),IF,GD,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),VVS1,3EX,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),VVS1,EX,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),VVS1,VG,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),VVS1,GD,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),VVS2,3EX,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),VVS2,EX,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),VVS2,VG,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),VVS2,GD,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),VS1,3EX,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),VS1,EX,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),VS1,VG,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),VS1,GD,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),VS2,3EX,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),VS2,EX,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),VS2,VG,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),VS2,GD,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),SI1,3EX,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),SI1,EX,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),SI1,VG,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),SI1,GD,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),IF,3EX,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),IF,EX,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),IF,VG,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),IF,GD,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),VVS1,3EX,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),VVS1,EX,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),VVS1,VG,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),VVS1,GD,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),VVS2,3EX,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),VVS2,EX,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),VVS2,VG,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),VVS2,GD,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),VS1,3EX,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),VS1,EX,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),VS1,VG,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),VS1,GD,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),VS2,3EX,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),VS2,EX,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),VS2,VG,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),VS2,GD,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),SI1,3EX,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),SI1,EX,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),SI1,VG,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),SI1,GD,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),IF,3EX,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),IF,EX,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),IF,VG,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),IF,GD,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),VVS1,3EX,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),VVS1,EX,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),VVS1,VG,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),VVS1,GD,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),VVS2,3EX,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),VVS2,EX,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),VVS2,VG,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),VVS2,GD,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),VS1,3EX,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),VS1,EX,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),VS1,VG,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),VS1,GD,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),VS2,3EX,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),VS2,EX,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),VS2,VG,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),VS2,GD,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),SI1,3EX,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),SI1,EX,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),SI1,VG,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),SI1,GD,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),IF,3EX,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),IF,EX,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),IF,VG,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),IF,GD,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),VVS1,3EX,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),VVS1,EX,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),VVS1,VG,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),VVS1,GD,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),VVS2,3EX,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),VVS2,EX,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),VVS2,VG,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),VVS2,GD,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),VS1,3EX,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),VS1,EX,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),VS1,VG,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),VS1,GD,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),VS2,3EX,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),VS2,EX,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),VS2,VG,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),VS2,GD,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),SI1,3EX,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),SI1,EX,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),SI1,VG,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),SI1,GD,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),IF,3EX,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),IF,EX,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),IF,VG,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),IF,GD,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),VVS1,3EX,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),VVS1,EX,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),VVS1,VG,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),VVS1,GD,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),VVS2,3EX,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),VVS2,EX,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),VVS2,VG,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),VVS2,GD,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),VS1,3EX,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),VS1,EX,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),VS1,VG,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),VS1,GD,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),VS2,3EX,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),VS2,EX,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),VS2,VG,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),VS2,GD,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),SI1,3EX,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),SI1,EX,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),SI1,VG,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),SI1,GD,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),IF,3EX,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),IF,EX,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),IF,VG,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),IF,GD,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),VVS1,3EX,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),VVS1,EX,G,STRONG,ITALIC,,WHITE,151.0,800.0
0.20 To 0.229,( 0.20 To 0.229 ),VVS1,VG,G,STRONG,ITALIC,,WHITE,151.0,800.0
